sim_time_s,n_search_points,downsample_time_ms,pca_time_ms
0.7328989505767822,50,3.8490419974550605,22.135891995276324
0.929255485534668,50,9.381921001477167,35.593913999036886
1.0043671131134033,50,3.3136470010504127,21.559551008976996
1.0983142852783203,50,1.6159869992407039,9.315758987213485
1.3628113269805908,50,4.693048002081923,23.736889997962862
1.4972550868988037,50,3.450267991865985,19.14856699295342
1.6156530380249023,50,2.4541410093661398,28.85024598799646
1.7047317028045654,50,2.0810270070796832,17.11224901373498
1.9332094192504883,50,4.380855010822415,24.87154700793326
2.006129264831543,50,1.605754005140625,9.351065004011616
2.2479591369628906,50,4.828232995350845,25.17086900479626
2.4468514919281006,50,3.549527013092302,21.57489700766746
2.628936290740967,50,5.7985059975180775,27.099200000520796
2.7224795818328857,50,2.7174139977432787,32.14299600222148
2.8183140754699707,50,1.9601399981183931,18.85792000393849
2.9456064701080322,50,2.3178639967227355,18.161619998863898
3.047020196914673,50,2.0944790012435988,20.758752012625337
3.349935531616211,50,3.234172996599227,17.434253997635096
3.423776865005493,50,2.4100279988488182,32.06655499525368
3.517191171646118,50,1.3842500047758222,16.865986995981075
3.6220319271087646,50,1.8893219967139885,32.22989999630954
3.8547563552856445,50,3.467337999609299,20.091578000574373
4.04300856590271,50,3.7008520012022927,20.706706010969356
4.11575174331665,50,2.0996960083721206,16.43153899931349
4.218567371368408,50,2.096101001370698,30.42599599575624
4.316838502883911,50,2.4083259922917932,18.528109998442233
4.419678688049316,50,2.0786620007129386,18.33917600743007
4.5233142375946045,50,2.0111339981667697,19.80045100208372
4.6660425662994385,50,2.026566013228148,14.950954995583743
4.786302089691162,50,3.1564780074404553,13.537434002500959
4.911186218261719,50,2.8237849910510704,16.760867001721635
5.140146255493164,50,4.43754400475882,37.641081988113
5.56021785736084,50,4.048835005960427,48.0647799995495
5.726369380950928,50,4.257843989762478,32.38753700861707
5.876246452331543,50,3.7237609940348193,60.72553200647235
6.141062021255493,50,3.1358080013887957,29.6570460050134
6.533074140548706,50,4.588893003528938,27.198108000447974
6.745146989822388,50,6.338692008284852,33.96637899277266
6.911303281784058,50,2.314876008313149,16.53163599257823
7.064075708389282,50,3.3898419933393598,35.71965798619203
7.182554721832275,50,3.8298889994621277,49.65680799796246
7.367828130722046,50,3.9852139889262617,32.93257199402433
7.488478660583496,50,3.498523001326248,30.694676999701187
7.6025965213775635,50,4.236048000166193,33.84725899377372
7.802255153656006,50,4.123327002162114,34.702503005973995
7.908907413482666,50,3.845539002213627,31.718263009679504
8.164426565170288,50,6.360232990118675,35.51804799644742
8.279979467391968,50,3.553991991793737,46.17727399454452
8.665764570236206,50,4.261706999386661,27.904085000045598
8.752772808074951,50,3.182839005603455,28.109724997193553
8.860840082168579,50,2.645971006131731,23.553692997666076
9.006534814834595,50,3.421055997023359,43.206499991356395
9.165699243545532,50,3.8083599938545376,42.55446000024676
9.287601232528687,50,3.7166730035096407,34.14952399907634
9.467178344726562,50,4.695478011853993,33.08957300032489
9.661659002304077,50,4.653395997593179,29.15903300163336
9.775759220123291,50,3.8594999932684004,43.31536899553612
9.86906909942627,50,2.578990999609232,16.481366998050362
9.99619460105896,50,2.8984840027987957,16.579250994254835
10.144055366516113,50,3.553337010089308,45.59786801110022
10.236642599105835,50,4.004906004411168,31.893294013570994
10.424314498901367,50,6.535613996675238,35.92137100349646
10.589293956756592,50,3.311246997327544,18.584024990559556
10.710241079330444,50,2.9518869996536523,17.455521010560915
10.843683958053589,50,3.903737000655383,50.04241100687068
10.945934295654297,50,4.0240249945782125,32.27609000168741
11.236284732818604,50,3.92034299147781,41.42766298900824
11.359858512878418,50,4.147722997004166,33.13011600403115
11.48859977722168,50,3.7586809921776876,33.071433994336985
11.576786041259766,50,3.8018120103515685,32.69806399475783
11.718974351882935,50,3.7548120017163455,38.10257400618866
11.825152158737183,50,4.30249200144317,41.62350599654019
11.984981775283813,50,3.1911949918139726,18.922807998023927
12.135241746902466,50,4.468007988180034,43.67089900188148
12.272482633590698,50,3.7740650004707277,48.65921400778461
12.616154670715332,50,3.686162002850324,19.3481989990687
12.759162425994873,50,3.4194280015071854,44.18299700773787
13.05569338798523,50,2.9650630021933466,26.645188991096802
13.235419750213623,50,3.3277369948336855,28.41715000977274
13.378326654434204,50,4.241521994117647,55.95602499670349
13.552532434463501,50,5.637805996229872,39.688399992883205
13.654824495315552,50,3.1095690064830706,39.484424007241614
13.83815336227417,50,4.7138850059127435,31.464801999391057
13.953136682510376,50,3.720416993019171,30.671012995298952
14.119560241699219,50,2.6859950012294576,16.54848799807951
14.358522653579712,50,3.9967760094441473,32.13001000403892
14.46335482597351,50,3.3888639882206917,33.36632599530276
14.668046474456787,50,3.3066449977923185,29.48560900404118
14.878850221633911,50,4.043242006446235,27.801713004009798
15.182413339614868,50,5.878131996723823,30.75000199896749
15.277519702911377,50,3.249884000979364,28.982050003833137
15.444631814956665,50,2.5124109961325303,15.649417997337878
15.599800825119019,50,3.727135990629904,33.44370098784566
15.832881927490234,50,5.181721993722022,44.74227299215272
15.999581336975098,50,3.238920005969703,31.040561996633187
16.32522678375244,50,5.447396993986331,29.072864999761805
16.526406288146973,50,3.7591060099657625,26.792958000442013
16.636354207992554,50,3.9956010004971176,30.786115006776527
16.827454328536987,50,3.226671993616037,42.232918000081554
16.94102191925049,50,3.975622996222228,30.10899299988523
17.122312784194946,50,4.570667995722033,30.024314008187503
17.227968215942383,50,3.2552390039199963,29.14832798705902
17.465764045715332,50,4.645610999432392,41.07214600662701
17.61996579170227,50,3.163439003401436,29.32945400243625
17.719109058380127,50,2.6500999956624582,14.921220994438045
17.874479055404663,50,3.4249849995831028,31.927884003380314
18.0396728515625,50,5.024675003369339,19.770218001212925
18.172621488571167,50,2.766784993582405,16.80965100240428
18.32497811317444,50,2.8295459924265742,23.92028500617016
18.45797085762024,50,4.006907998700626,41.70636800699867
18.6275372505188,50,3.757284997846,33.09735198854469
18.936928033828735,50,3.442718996666372,27.95767800125759
19.055265426635742,50,3.705274997628294,36.390256995218806
19.17066764831543,50,3.6565189948305488,35.53954800008796
19.38019347190857,50,3.84652400680352,49.28342500352301
19.585166692733765,50,3.771078001591377,33.418609004002064
19.716147422790527,50,3.8544830022146925,38.163216013344936
19.838058710098267,50,3.8302320026559755,34.260520013049245
19.9909725189209,50,4.119707009522244,82.39487699756864
20.32425284385681,50,2.9314069979591295,14.178803001414053
20.630014181137085,50,3.50087700644508,37.14775799016934
20.7432644367218,50,3.233445997466333,28.825076995417476
20.862139463424683,50,2.967535998323001,19.4228030013619
21.088199138641357,50,3.47995400079526,41.23224700742867
21.191580295562744,50,4.4067970011383295,35.98746100033168
21.477791786193848,50,3.8958749937592074,41.39485199993942
21.596174716949463,50,3.3363699913024902,30.439583002589643
21.708799600601196,50,4.08151101146359,36.186979996273294
21.87692928314209,50,3.354226006194949,19.27252099267207
22.014427185058594,50,3.7210230075288564,35.63990800466854
22.185969591140747,50,3.3341880043735728,19.42061299632769
22.29986262321472,50,2.721755998209119,16.122216009534895
22.479400634765625,50,3.066886987653561,15.788275995873846
22.60365390777588,50,2.7656150050461292,16.591367006185465
22.935214519500732,50,5.775466997874901,37.2705589979887
23.224215269088745,50,3.6111499939579517,31.20885300450027
23.417641401290894,50,4.597078004735522,22.402891991077922
23.634003162384033,50,3.211734991054982,27.92703099839855
23.738842248916626,50,3.4470109967514873,34.63385300710797
23.98079252243042,50,2.4923449964262545,19.50370499980636
24.117626667022705,50,2.931334005552344,17.53868999367114
24.235162496566772,50,2.7741539961425588,27.903384005185217
24.463536500930786,50,4.0853749960660934,37.37457199895289
24.651615858078003,50,3.740742991794832,19.40221499535255
24.77332353591919,50,3.409520009881817,31.67046999442391
25.081608772277832,50,4.064382999786176,36.22004699718673
25.225805521011353,50,6.367744994349778,49.89557800581679
25.425984621047974,50,3.270999004598707,55.09096499008592
25.72402286529541,50,5.2050509984837845,31.57674400426913
25.8336763381958,50,3.1392539967782795,37.99903100298252
25.97624969482422,50,3.2943179976427928,15.69685099821072
26.239350080490112,50,4.554879997158423,29.621160007081926
26.3446102142334,50,4.089793001185171,30.59967700392008
26.435553073883057,50,3.4145250101573765,29.241206997539848
26.663262128829956,50,6.493456006865017,43.43157100083772
26.778518199920654,50,3.4698280069278553,43.822531995829195
26.935637712478638,50,3.1382439919980243,24.38730699941516
27.049078226089478,50,2.7129450027132407,15.629333996912464
27.181516408920288,50,5.472636010381393,47.349487998872064
27.38865089416504,50,4.094141011592001,36.497776993201114
27.51745080947876,50,6.626890986808576,41.66382800030988
27.685188055038452,50,4.268220989615656,39.72080298990477
27.78926420211792,50,3.5812370042549446,24.445991992251948
27.92485761642456,50,4.060305000166409,50.73268699925393
28.12966775894165,50,3.6645590007537976,49.62867998983711
28.32508873939514,50,3.3139919978566468,41.558395998436026
28.448751211166382,50,3.8200269918888807,32.31948599568568
28.57843780517578,50,5.141551999258809,37.69812900281977
28.773897647857666,50,4.339983002864756,33.329397992929444
28.945855140686035,50,3.6058330006198958,32.13970799697563
29.077508211135864,50,3.683422997710295,41.86424599902239
29.256802320480347,50,4.70783599303104,32.9947779973736
29.479671955108643,50,3.7496550066862255,24.44947900949046
29.558851957321167,50,3.83053399855271,19.463500997517258
29.69025182723999,50,4.5256890007294714,38.19783999642823
29.895869731903076,50,8.636990009108558,38.34711298986804
30.04291534423828,50,3.155603990308009,19.67225200496614
30.408092260360718,50,11.743877999833785,60.40486300480552
30.64630937576294,50,2.77905999973882,18.73576499929186
30.756120204925537,50,3.076930996030569,20.853299996815622
30.920658111572266,50,5.715712992241606,45.190314995124936
31.127037048339844,50,7.929615007014945,44.14407200238202
31.334287643432617,50,6.687703993520699,40.41562500060536
31.520628690719604,50,5.366051002056338,40.349126007640734
31.693028211593628,50,10.96861599944532,59.12669400277082
31.85894536972046,50,6.530105994897895,62.15927099401597
32.068950176239014,50,10.700521990656853,53.374502997030504
32.50527811050415,50,7.74554000236094,47.5881509919418
32.67712759971619,50,6.167405997985043,26.329544998588972
32.79104924201965,50,6.214991997694597,29.415398006676696
32.92656397819519,50,9.61502199061215,59.651779010891914
33.240370988845825,50,8.883476999471895,52.56122900755145
33.653515577316284,50,10.139389007235877,53.11619400163181
33.81723761558533,50,5.8290330052841455,32.175796004594304
34.28499913215637,50,15.104953999980353,60.493446988402866
34.51596117019653,50,11.15805898734834,79.89782400545664
34.87131381034851,50,20.76045899593737,107.52391199639533
35.25661015510559,50,16.25904900720343,77.82035200216342
35.6812379360199,50,8.162566999089904,31.96041300543584
35.9772584438324,50,18.2190380000975,84.59563901124056
36.257166624069214,50,15.734615008113906,63.91499000892509
36.473013162612915,50,17.901640007039532,62.25807000009809
36.75438475608826,50,15.423395001562312,47.21398500259966
37.09681463241577,50,23.45266900374554,56.833448994439095
37.41264081001282,50,20.23135600029491,82.61204400332645
37.69722032546997,50,21.885947993723676,63.592384991352446
37.93062353134155,50,22.015527996700257,71.10494500375353
38.7867751121521,50,32.48909499961883,114.83611499716062
39.50776433944702,50,22.159704007208347,60.90176101133693
39.702733516693115,50,22.74375299748499,62.81290300830733
39.86672878265381,50,13.88059499731753,37.75580400542822
40.12825012207031,50,25.710563990287483,67.55025099846534
40.4512619972229,50,21.4640589983901,73.36201900034212
40.74903178215027,50,43.83948400209192,72.95285699365195
41.13254117965698,50,23.299414009670727,69.72089300688822
41.55895757675171,50,24.197407998144627,90.3084870078601
42.07557392120361,50,12.521494994871318,88.22385400708299
42.46527314186096,50,19.945990992709994,57.65296799654607
42.753724098205566,50,19.408469990594313,55.810354999266565
43.01919150352478,50,16.75873099884484,35.89779499452561
43.26314306259155,50,24.60922500176821,61.11488699389156
43.79546880722046,50,18.337998000788502,62.65356601215899
44.20180320739746,50,16.82683199760504,73.8554230047157
44.45392322540283,50,18.559852993348613,36.62637800152879
